# res.; time-begin; time-end; to leaflet; outcome
DOG    6750    28329    28688    -1    Success
DOG    6750    89242    89499    -1    Fail
DOG    6753    54911    55434    1    Fail
DOG    6756    88171    88284    1    Fail
DOG    6756    93926    94681    -1    Success
DOG    6759    15214    15293    -1    Success
DOG    6759    39453    39599    1    Success
DOG    6759    42803    42982    1    Fail
DOG    6759    43170    43274    -1    Success
DOG    6759    73170    73343    -1    Fail
DOG    6759    75582    75910    -1    Fail
DOG    6762    5080    5191    1    Fail
DOG    6762    20175    20483    1    Fail
DOG    6762    54415    54957    1    Fail
DOG    6765    7425    7628    1    Fail
DOG    6765    49449    49945    1    Fail
DOG    6768    34418    35072    1    Success
DOG    6768    58613    58784    -1    Success
DOG    6768    86749    87054    1    Success
DOG    6771    40789    42416    1    Success
DOG    6771    91387    92397    -1    Success
DOG    6774    51962    52902    1    Success
DOG    6777    46481    46722    -1    Fail
DOG    6777    51370    51580    -1    Fail
DOG    6777    52031    52241    -1    Fail
DOG    6777    58320    58938    1    Success
DOG    6777    84193    84367    -1    Success
DOG    6777    84571    85511    -1    Fail
DOG    6777    97229    97357    -1    Fail
DOG    6777    97697    98527    -1    Fail
DOG    6780    43412    43973    1    Success
DOG    6780    48018    48275    -1    Success
DOG    6783    16993    17146    1    Success
DOG    6783    38726    39953    1    Fail
DOG    6783    56229    56346    1    Fail
DOG    6783    63200    64004    1    Fail
